Title,Link,Price,Discount Price,Rating,Reviews
"HP Chromebook 11 G8 EE Education laptop, Intel Celeron Dual - Core N4020, 4GB DDR4 Ram, 32GB eMMC, 11.6-inch WLED HD Webcam, Play Store Chrome OS, Updates til 2029",https://www.daraz.pk/products/hp-chromebook-11-g8-ee-education-laptop-intel-celeron-dual-core-n4020-4gb-ddr4-ram-32gb-emmc-116-inch-wled-hd-webcam-play-store-chrome-os-updates-til-2029-i264660504.html,,,,
HP Chromebook 14 G5 - 14 - inch HD  Widescreen Laptop Computer - Intel Celeron N3350 up to 2.4GHz - 4GB DDR4 Memory - 64GB eMMC Flash Memory - 802.11ac - Bluetooth - USB-C 3.1 - Chrome OS - Play Store - Refurbished,https://www.daraz.pk/products/hp-chromebook-14-g5-14-inch-hd-widescreen-laptop-computer-intel-celeron-n3350-up-to-24ghz-4gb-ddr4-memory-64gb-emmc-flash-memory-80211ac-bluetooth-usb-c-31-chrome-os-play-store-refurbished-i904226076.html,,,,
Daraz Like New Laptops - Lenovo N22 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported -,https://www.daraz.pk/products/daraz-like-new-laptops-lenovo-n22-chromebook-116-4-gb-ram-16-gb-rom-with-play-store-pubg-supported-i413236353.html,,,,
"Dell Chromebook 3100 2in1 TOUCHSCREEN | 4GB RAM | 32GB SSD EMMC | PLAYSTORE SUPPORTED | 11.6"" TOUCHSCREEN",https://www.daraz.pk/products/1-2-air-4gb-32gb-ssd-emmc-i891462823.html,,,,
"Lenovo | ChromeBook 500E Touch Screen | 360 Rotatable  | Intel N3450 Processor, 4GB DDR4 RAM | 32GB Storage | Dual Cam front & Rear | 11.6″ Display | Playstore Supported | Touch Screen | Chrome OS",https://www.daraz.pk/products/67-500e-n3450-4gb-ddr4-32gb-116-os-i877119979.html,,,,
Daraz Like New Laptops - HP | Chromebook 14 G5 | 16GB Storage | 4GB RAM | 14.1″ HD Display | Updated Version | Playstore Supported | With Type C fast charging Charger,https://www.daraz.pk/products/daraz-like-new-laptops-hp-chromebook-14-g5-16gb-storage-4gb-ram-141-hd-display-updated-version-playstore-supported-with-type-c-fast-charging-charger-i420121765.html,,,,
"Dell Latitude 5430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG - Daraz Like New Laptops",https://www.daraz.pk/products/5430-3rd-i5-8gb-500gb-14-led-10-i450674606.html,,,,
LENOVO THINKPAD T430 14-inch Notebook 2.60 GHz Intel Core i5 3rd Generation 4GB Ram 250GB Hard disk Windows® 10 Activated - Free Laptop Bag,https://www.daraz.pk/products/14-t430-260-ghz-i5-3rd-4gb-250gb-10-i250208039.html,,,,
Daraz Like New Laptops - Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported,https://www.daraz.pk/products/n22n23-116-4-gb-16-gb-pubg-i409781275.html,,,,
"Dell 3180 Chromebook - WIndows 10 - 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam,",https://www.daraz.pk/products/3180-10-116-hd-4gb-16gb-ssd-hdmi-wifi-i830686052.html,,,,
Lenovo Thinkpad X240 - Core i5 4th Generation - 8GB RAM - 500GB HDD - 12.5inches Screen - FREE LAPTOP BAG,https://www.daraz.pk/products/x240-4th-i5-8gb-500gb-hdd-125-i363477868.html,,,,
"Dell 3189 Convertible Chromebook 11.6 inches HD IPS Touchscreen, Intel Celeron N3060 Up to 2.48GHz, 4GB Ram 32GB SSD, HDMI, WiFi, Webcam, Chrome OS - FREE LAPTOP BAG - Daraz Like New Laptops",https://www.daraz.pk/products/4gb-4gb-32gb-ssd-hdmi-wifi-n3060-hd-ips-n3060-os-i602940334.html,,,,
Lenovo ThinkPad X230 - Core i5 - 3rd Gen - 4 GB RAM - 250 GB - 12..5″ Windows 10 - (Free Laptop Bag) - Daraz like new laptops - USED LAPTOP,https://www.daraz.pk/products/lenovo-thinkpad-x230-core-i5-3rd-gen-4-gb-ram-250-gb-125-windows-10-free-laptop-bag-daraz-like-new-laptops-used-laptop-i536879727.html,,,,
Dell 7280 - Core i5 7th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz like new laptops,https://www.daraz.pk/products/dell-7280-core-i5-7th-generation-8gb-ram-256gb-ssd-125inch-screen-free-laptop-bag-windows-11-licensed-daraz-like-new-laptops-i435990513.html,,,,
"Daraz Like New Laptops - Lenovo ThinkPad X220 Ultra Book, Core i5 2nd generation, 8GB DDR3 Ram, 320GB Hard Drive, 12.1"" Led Display, Intel HD Graphics",https://www.daraz.pk/products/daraz-like-new-laptops-lenovo-thinkpad-x220-ultra-book-core-i5-2nd-generation-8gb-ddr3-ram-320gb-hard-drive-121-led-display-intel-hd-graphics-i438122100.html,,,,
"Dell Latitude 6430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG",https://www.daraz.pk/products/dell-latitude-6430-core-i5-3rd-generation-8gb-ram-500gb-hard-drive-14-led-display-windows-10-registered-free-laptop-bag-i688037552.html,,,,
Daraz Like New Laptops - HP | Chromebook 14 G5 | 32GB Storage | 4GB RAM | 14.1″ HD Display | Updated Version | Playstore Supported | With Type C fast charging Charger,https://www.daraz.pk/products/daraz-like-new-laptops-hp-chromebook-14-g5-32gb-storage-4gb-ram-141-hd-display-updated-version-playstore-supported-with-type-c-fast-charging-charger-i416746763.html,,,,
Daraz Like New Laptops - HP | Chromebook 14 G5 | 32GB Storage | 4GB RAM | 14.1″ HD Display | Updated Version | Playstore Supported | With Type C fast charging Charger,https://www.daraz.pk/products/daraz-like-new-laptops-hp-chromebook-14-g5-32gb-storage-4gb-ram-141-hd-display-updated-version-playstore-supported-with-type-c-fast-charging-charger-i478669670.html,,,,
SAMSUNG Chromebook 4 Intel® Celeron® Processor N4000 4GB RAM 32GB eMMC 11.6” HD Chrome OS™ 2029 UPDATE Silver Open Box Condition - Daraz Like New Laptops,https://www.daraz.pk/products/samsung-chromebook-4-intel-celeron-processor-n4000-4gb-ram-32gb-emmc-116-hd-chrome-os-2029-update-silver-open-box-condition-daraz-like-new-laptops-i437347445.html,,,,
Dell Chromebook 3189 | 32GB Storage | 4GB RAM | ‎Intel Celeron 1.60GHz | 11.6 Inch Display | Playstore Supported Laptop Chromebook Daraz Like New Laptops,https://www.daraz.pk/products/dell-chromebook-3189-32gb-storage-4gb-ram-intel-celeron-160ghz-116-inch-display-playstore-supported-laptop-chromebook-daraz-like-new-laptops-i468655696.html,,,,
"Dell Latitude 5490 Ultra Book, Core i5 8th generation, 8GB DDR Ram, 256GB Solid State Drive SSD, 14.1"" FHD Led Display, Intel HD Graphics (Windows 11 Licensed) - Daraz like new laptops",https://www.daraz.pk/products/dell-latitude-5490-ultra-book-core-i5-8th-generation-8gb-ddr-ram-256gb-solid-state-drive-ssd-141-fhd-led-display-intel-hd-graphics-windows-11-licensed-daraz-like-new-laptops-i456074877.html,,,,
Daraz Like New Laptops - Lenovo Thinkpad X230 Core i5 3rd Gen 4GB RAM 500GB 12.5″ Windows 10 (Free Laptop Bag),https://www.daraz.pk/products/x230-i5-3rd-4gb-500-10-i451979359.html,,,,
Lenovo Thinkpad T470 - Core i5 7th Generation - 8GB DDR4 - 256GB SSD - 14inch Screen - FREE LAPTOP BAG - Daraz like new laptops,https://www.daraz.pk/products/lenovo-thinkpad-t470-core-i5-7th-generation-8gb-ddr4-256gb-ssd-14inch-screen-free-laptop-bag-daraz-like-new-laptops-i392480090.html,,,,
Acer | C740 | 256GB Storage | 4GB RAM | Windows 10 / 11.6″ Display | Play Store Supported | Android Apps Supported | Chromebook - FREE LAPTOP BAG,https://www.daraz.pk/products/c740-4gb-air-4gb-10256-i478461837.html,,,,
Acer ChromeBook R11 - Touch Screen Laptop - 16GB Storage - 4GB RAM - 360 Rotatable - 11.6″ HD Display - Playstore Supported - Long Battery Life - Free Laptop Bag - Daraz like new laptops,https://www.daraz.pk/products/acer-chromebook-r11-touch-screen-laptop-16gb-storage-4gb-ram-360-rotatable-116-hd-display-playstore-supported-long-battery-life-free-laptop-bag-daraz-like-new-laptops-i428048672.html,,,,
Acer ChromeBook R11 - Touch Screen Laptop - 16GB/32GB Storage - 4GB RAM - 360 Rotatable - 11.6″ HD Display - Playstore Supported - Long Battery Life,https://www.daraz.pk/products/r11-16gb32gb-4gb-360-hd-i802876461.html,,,,
Daraz Like New Laptops - HP Chromebook 11 G8 | 32GB Storage | 4GB RAM | 11.6″ Display | 2027 Update Available | Playstore Supported | Dual Core | Chrome Book,https://www.daraz.pk/products/daraz-like-new-laptops-hp-chromebook-11-g8-32gb-storage-4gb-ram-116-display-2027-update-available-playstore-supported-dual-core-chrome-book-i416752129.html,,,,
Lenovo Thinkpad X250 - Core i5 5th Generation - 8GB RAM - 500GB HDD - 12.5inches Screen - FREE LAPTOP BAG,https://www.daraz.pk/products/x250-5th-i5-8gb-500gb-hdd-125-i432522341.html,,,,
"Dell 3189 Convertible Chromebook 11.6 inches HD IPS Touchscreen, Intel Celeron N3060 Up to 2.48GHz, 4GB Ram 16GB / 32GB SSD, HDMI, WiFi, Webcam, Chrome OS - FREE LAPTOP BAG - USED LAPTOP",https://www.daraz.pk/products/dell-3189-convertible-chromebook-116-inches-hd-ips-touchscreen-intel-celeron-n3060-up-to-248ghz-4gb-ram-16gb-32gb-ssd-hdmi-wifi-webcam-chrome-os-free-laptop-bag-used-laptop-i883523616.html,,,,
